Episode Number,Episode Title,Fact Number,Presenter,Fact,Start Time,Publish Date,Episode Slug
,386: No Such Thing As Enough Bathtubs,2,Anna Ptaszynski,"In 1993, America learned that Kazakhstan had enough uranium to make 24 nuclear bombs when a U.S. diplomat's car mechanic tried to sell it all to him.",00:37:07,2022-07-28T10:36:43.000Z,386-no-such-thing-as-enough-bathtubs
,386: No Such Thing As Enough Bathtubs,3,James Harkin,"Frog hopper insects can shoot their urine away from their body 20 times their own body length. If they didn't do that, they'd probably drown in their own piss.",00:30:44,2022-07-28T10:36:43.000Z,386-no-such-thing-as-enough-bathtubs
,386: No Such Thing As Enough Bathtubs,4,Dan Schreiber,The person credited as official consultant about the future for the movie Back to the Future 2 is the great grandson of H. G. Wells.,00:39:45,2022-07-28T10:36:43.000Z,386-no-such-thing-as-enough-bathtubs
,387: No Such Thing As The Northern Lights,1,Robin Ince,The Nobel Prize winning scientist Richard Feynman was allowed to investigate the entirety of the universe except the Aurora Borealis.,00:02:19,2022-07-28T10:37:10.000Z,387-no-such-thing-as-the-northern-lights
,387: No Such Thing As The Northern Lights,2,Anna Ptaszynski,"At the turn of the 20th century, women wore pedometers to balls to track how many miles they were dancing.",00:13:56,2022-07-28T10:37:10.000Z,387-no-such-thing-as-the-northern-lights
,387: No Such Thing As The Northern Lights,3,James Harkin,Charles Darwin invented the office chair.,00:22:22,2022-07-28T10:37:10.000Z,387-no-such-thing-as-the-northern-lights
,387: No Such Thing As The Northern Lights,4,Dan Schreiber,Horror movies often have two soundtracks: one you can hear and one you can't.,00:36:30,2022-07-28T10:37:10.000Z,387-no-such-thing-as-the-northern-lights
,388: No Such Thing As A Danquito,1,James Harkin,"Nate Mercerow, who produced the most recent album of Grammy-winning R&B star Leon Bridges, has now started collaborating with actual Bridges.",00:02:21,2022-07-28T10:37:38.000Z,388-no-such-thing-as-a-danquito
,388: No Such Thing As A Danquito,2,Anna Ptaszynski,Dragonflies used to be the same size as modern-day pigeons.,00:17:02,2022-07-28T10:37:38.000Z,388-no-such-thing-as-a-danquito
,388: No Such Thing As A Danquito,3,Dan Schreiber,Germany's parliament has 709 real politicians and one fictional one.,00:30:17,2022-07-28T10:37:38.000Z,388-no-such-thing-as-a-danquito
,388: No Such Thing As A Danquito,4,Andrew Hunter Murray,"Before it was somewhere to go to powder your nose, a powder room was a room where you stuck your head through the wall to get your wig powdered.",00:39:37,2022-07-28T10:37:38.000Z,388-no-such-thing-as-a-danquito
,389: No Such Thing As A Semen Chest,1,Dan Schreiber,It would take people around 10 minutes to adjust to the way Abraham Lincoln sounded before they could enjoy his speeches.,00:01:33,2022-07-28T10:38:03.000Z,389-no-such-thing-as-a-semen-chest
,389: No Such Thing As A Semen Chest,2,Anna Ptaszynski,"5,000 years ago, Scots built houses by dropping huge piles of stones to the bottom of locks and building their home on top of them.",00:14:34,2022-07-28T10:38:03.000Z,389-no-such-thing-as-a-semen-chest
,389: No Such Thing As A Semen Chest,3,James Harkin,"The only known species of marine lichen was discovered by a person named Ivan Lam, whose work often acknowledged the help of a Miss Elkie Mackenzie, but that turned out to be one in the same person as Lam later transitioned and took that name.",00:27:41,2022-07-28T10:38:03.000Z,389-no-such-thing-as-a-semen-chest
,389: No Such Thing As A Semen Chest,4,Andrew Hunter Murray,eBay employs staff whose job includes sniffing trainers.,00:46:05,2022-07-28T10:38:03.000Z,389-no-such-thing-as-a-semen-chest
,390: No Such Thing As The Chronicles of Chelmsford,1,Shaperak Korsandi,"A doctor in India, Ashok Aswani, would prescribe DVDs of Charlie Chaplin to his patients to convince them that joy and laughter was the remedy to their malady.",00:01:51,2022-07-28T10:38:39.000Z,390-no-such-thing-as-the-chronicles-of-chelmsford
,390: No Such Thing As The Chronicles of Chelmsford,2,Dan Schreiber,"No one really knows what order the Chronicles of Narnia should be read in, not even C.S. Lewis knew.",00:16:32,2022-07-28T10:38:39.000Z,390-no-such-thing-as-the-chronicles-of-chelmsford
,390: No Such Thing As The Chronicles of Chelmsford,3,Andrew Hunter Murray,"The only dog to have been to both the North and South Poles was not a husky nor any kind of adventure dog, but a small Jack Russell terrier.",00:24:38,2022-07-28T10:38:39.000Z,390-no-such-thing-as-the-chronicles-of-chelmsford
,390: No Such Thing As The Chronicles of Chelmsford,4,Anna Ptaszynski,The character of Don Corleone in the novel The Godfather was based on the author's mother.,00:37:46,2022-07-28T10:38:39.000Z,390-no-such-thing-as-the-chronicles-of-chelmsford
,391: No Such Thing As A Sausage Swingboat,1,Anna Ptaszynski,"Britain's leading female table tennis player is called Tin Tin Ho, named because her father is obsessed with table tennis, and the initials of table tennis are TT.",00:02:27,2022-07-28T10:39:45.000Z,391-no-such-thing-as-a-sausage-swingboat
,391: No Such Thing As A Sausage Swingboat,2,Dan Schreiber,"In 1860, during the Second Opium War, the Anglo-French looted and burned the Summer Palace and found five Pekingese dogs guarding a corpse of a lady, and one of them was given to Queen Victoria who renamed her Lootie.",00:04:08,2022-07-28T10:39:45.000Z,391-no-such-thing-as-a-sausage-swingboat
,391: No Such Thing As A Sausage Swingboat,3,James Harkin,"Kryptonite was invented as a plot device to allow the actor playing Superman in the radio series to take holidays, as it would incapacitate Superman and allow the actor to be absent from episodes.",00:08:25,2022-07-28T10:39:45.000Z,391-no-such-thing-as-a-sausage-swingboat
,391: No Such Thing As A Sausage Swingboat,4,Andrew Hunter Murray,"In 2012, Boeing fixed their Wi-Fi on planes using 9,000 kilos of potatoes because potatoes block internet signals in much the same way that human bodies do.",00:16:33,2022-07-28T10:39:45.000Z,391-no-such-thing-as-a-sausage-swingboat
,392: No Such Thing As An Ancient Persian Badger,1,Craig Glenday,The world's most tattooed person finally proved that they had the Guinness World Records title by gouging out strips of their scalp and posting it to the Guinness World Records headquarters in a matchbox.,00:02:21,2022-07-28T10:40:12.000Z,392-no-such-thing-as-an-ancient-persian-badger
,392: No Such Thing As An Ancient Persian Badger,2,Dan Schreiber,The judge who presided over the Da Vinci Code plagiarism case hid his own code in the actual text of the judgment.,00:15:57,2022-07-28T10:40:12.000Z,392-no-such-thing-as-an-ancient-persian-badger
,392: No Such Thing As An Ancient Persian Badger,3,Anna Ptaszynski,"In ancient Persia, instead of sitting in front of a fireplace to warm you up, you'd sit in front of a wind place to cool you down.",00:31:31,2022-07-28T10:40:12.000Z,392-no-such-thing-as-an-ancient-persian-badger
,392: No Such Thing As An Ancient Persian Badger,4,Andrew Hunter Murray,The world's oldest balloon has been blown up for nearly 30 years.,00:43:57,2022-07-28T10:40:12.000Z,392-no-such-thing-as-an-ancient-persian-badger
,393: No Such Thing As Charlie And The Sperm Factory,1,Mary Roach,"When feeling threatened, gulls practice a maneuver called defensive vomiting, the point of which experts say is not to disgust and repel the predator, but to offer it an alternative meal.",00:02:59,2022-07-28T10:40:39.000Z,393-no-such-thing-as-charlie-and-the-sperm-factory
,393: No Such Thing As Charlie And The Sperm Factory,2,James Harkin,Any truffle farmer worth their salt will do regular PCR tests on their truffles.,00:15:27,2022-07-28T10:40:39.000Z,393-no-such-thing-as-charlie-and-the-sperm-factory
,393: No Such Thing As Charlie And The Sperm Factory,3,Dan Schreiber,"There are signed copies of Life Magazine circulating on auction sites that are said to be autographed by Ham, the first chimpanzee in space, but are in fact forgeries signed by other chimps.",00:27:51,2022-07-28T10:40:39.000Z,393-no-such-thing-as-charlie-and-the-sperm-factory
,393: No Such Thing As Charlie And The Sperm Factory,4,Andrew Hunter Murray,You can now send sperm on a postcard.,00:39:22,2022-07-28T10:40:39.000Z,393-no-such-thing-as-charlie-and-the-sperm-factory
,394: No Such Thing As A Fourteen Humped Camel,1,Dan Schreiber,The guy who invented Space Invaders really struggles to get past the first level of Space Invaders.,00:01:20,2022-07-28T10:53:38.000Z,394-no-such-thing-as-a-fourteen-humped-camel
,394: No Such Thing As A Fourteen Humped Camel,2,Andrew Hunter Murray,"During the Cold War, there was a Soviet spy in London who contacted his handlers by throwing a copy of Men Only magazine over a garden hedge.",00:09:03,2022-07-28T10:53:38.000Z,394-no-such-thing-as-a-fourteen-humped-camel
,394: No Such Thing As A Fourteen Humped Camel,3,Anna Ptaszynski,"In 1930s Yemen, it was forbidden to walk backwards or to give a horse a human name.",00:20:07,2022-07-28T10:53:38.000Z,394-no-such-thing-as-a-fourteen-humped-camel
,394: No Such Thing As A Fourteen Humped Camel,4,James Harkin,"On the official tourist website of the Mont Blanc area of France, you can buy an excursion into Pussycanyon for 69 euros.",00:31:25,2022-07-28T10:53:38.000Z,394-no-such-thing-as-a-fourteen-humped-camel
,395: No Such Thing As A Kryptonite Drill,1,Anna Ptaszynski,"In 2015, paramedics in Australia stopped asking patients to name the Prime Minister as a test of mental capacity because the answer changes so often, it's no longer considered a reliable indicator.",00:00:53,2022-07-28T10:54:07.000Z,395-no-such-thing-as-a-kryptonite-drill
,395: No Such Thing As A Kryptonite Drill,2,Dan Schreiber,Three people were recently hospitalized after being hit by an iceberg at a Titanic Museum.,00:11:02,2022-07-28T10:54:07.000Z,395-no-such-thing-as-a-kryptonite-drill
,395: No Such Thing As A Kryptonite Drill,3,Andrew Hunter Murray,There are nine hammocks on the moon.,00:22:21,2022-07-28T10:54:07.000Z,395-no-such-thing-as-a-kryptonite-drill
,395: No Such Thing As A Kryptonite Drill,4,James Harkin,"Deer penises are often sold with the pelvis attached, so the buyer knows they're not being ripped off with a seal's penis.",00:33:53,2022-07-28T10:54:07.000Z,395-no-such-thing-as-a-kryptonite-drill
,396: No Such Thing As The Echidna Prince Charming,1,Andrew Hunter Murray,Spiny anteaters only use half their penis during sex.,00:00:45,2022-07-28T10:54:35.000Z,396-no-such-thing-as-the-echidna-prince-charming
,396: No Such Thing As The Echidna Prince Charming,2,Dan Schreiber,"In the 1960s, a 47-year-old man paid a 90-year-old woman 2,500 francs a month so that he could own her apartment when she passed away. Unfortunately for him, she outlived him by not dying and making it to be 122 years old.",00:09:35,2022-07-28T10:54:35.000Z,396-no-such-thing-as-the-echidna-prince-charming
,396: No Such Thing As The Echidna Prince Charming,3,James Harkin,The largest hailstone in Texan history was broken up by locals and turned into margaritas.,00:21:55,2022-07-28T10:54:35.000Z,396-no-such-thing-as-the-echidna-prince-charming
,396: No Such Thing As The Echidna Prince Charming,4,Anna Ptaszynski,The average Londoner poos out 1/100th of a line of cocaine every weekend.,00:31:21,2022-07-28T10:54:35.000Z,396-no-such-thing-as-the-echidna-prince-charming
,397: No Such Thing As Sexy Toda Milkman Time,1,Andrew Hunter Murray,"The 1890s Irish rugby captain, D.B. Walkington, would play wearing a monocle, but he took it out if he had to tackle anyone.",00:00:48,2022-07-28T10:55:17.000Z,397-no-such-thing-as-sexy-toda-milkman-time
,397: No Such Thing As Sexy Toda Milkman Time,2,Dan Schreiber,"The engineers who sent the first woman into space forgot to give her two things: one, a toothbrush, and two, the ability to return back to Earth.",00:10:05,2022-07-28T10:55:17.000Z,397-no-such-thing-as-sexy-toda-milkman-time
,397: No Such Thing As Sexy Toda Milkman Time,3,James Harkin,"In the Toda Society of Southern India, milkmen are not allowed to have sex.",00:21:05,2022-07-28T10:55:17.000Z,397-no-such-thing-as-sexy-toda-milkman-time
,397: No Such Thing As Sexy Toda Milkman Time,4,Anna Ptaszynski,"George Lucas owns four ranches in the Lucas Valley, which is named after a completely different Lucas.",00:31:01,2022-07-28T10:55:17.000Z,397-no-such-thing-as-sexy-toda-milkman-time
,398: No Such Thing As An Upside-Down Upside-Down Bat,1,Dan Schreiber,The man known as the father of British midwifery was called Willie Smelly.,00:00:48,2022-07-28T10:55:42.000Z,398-no-such-thing-as-an-upside-down-upside-down-bat
,398: No Such Thing As An Upside-Down Upside-Down Bat,2,Andrew Hunter Murray,There is a town in Mexico where one person in ten is a dentist.,00:15:09,2022-07-28T10:55:42.000Z,398-no-such-thing-as-an-upside-down-upside-down-bat
,398: No Such Thing As An Upside-Down Upside-Down Bat,3,Anna Ptaszynski,"In the Yazidi religion, Adam left paradise when a peacock pecked an anus in him so he could defecate, and you're not allowed to poo in the Garden of Eden.",00:26:29,2022-07-28T10:55:42.000Z,398-no-such-thing-as-an-upside-down-upside-down-bat
,398: No Such Thing As An Upside-Down Upside-Down Bat,4,James Harkin,The first woman to motorcycle from coast to coast in the United States did so with her mother in the sidecar.,00:33:55,2022-07-28T10:55:42.000Z,398-no-such-thing-as-an-upside-down-upside-down-bat
,399: No Such Thing As Larry Grayson's Shut That Cock,1,Dan Schreiber,"In 2015, 86 inmates at the Exeter prison wrote an angry letter to their local newspaper, complaining that the weekly Sudoku puzzle was too hard to complete.",00:00:45,2022-07-28T10:56:05.000Z,399-no-such-thing-as-larry-grayson-s-shut-that-cock
,399: No Such Thing As Larry Grayson's Shut That Cock,2,Andrew Hunter Murray,"In 1913, it was claimed that French farmers were raising automotive chickens, which were bred specifically to throw themselves under passing cars so the farmer could claim compensation.",00:10:16,2022-07-28T10:56:05.000Z,399-no-such-thing-as-larry-grayson-s-shut-that-cock
,399: No Such Thing As Larry Grayson's Shut That Cock,3,Anna Ptaszynski,"When libraries flood, the books are saved by putting them in the freezer and then vacuuming them.",00:20:23,2022-07-28T10:56:05.000Z,399-no-such-thing-as-larry-grayson-s-shut-that-cock
,399: No Such Thing As Larry Grayson's Shut That Cock,4,James Harkin,There is an ophthalmologist at the University of Leiden called Dr I.C. Notting.,00:30:16,2022-07-28T10:56:05.000Z,399-no-such-thing-as-larry-grayson-s-shut-that-cock
,400: No Such Thing As A Pope In A Helicopter,1,Anna Ptaszynski,There's a 300 square miles section of America where all microwaves have to be kept in cages.,00:00:59,2022-07-28T10:56:35.000Z,400-no-such-thing-as-a-pope-in-a-helicopter
,400: No Such Thing As A Pope In A Helicopter,2,Dan Schreiber,"The musician Ray Charles, who was blind, used to fly to gigs because he thought it was safer than driving. However, he also insisted on flying the plane himself.",00:14:09,2022-07-28T10:56:35.000Z,400-no-such-thing-as-a-pope-in-a-helicopter
,400: No Such Thing As A Pope In A Helicopter,3,Andrew Hunter Murray,There is a zookeeper in America who cannot change job because the bird he looks after is in love with him.,00:27:28,2022-07-28T10:56:35.000Z,400-no-such-thing-as-a-pope-in-a-helicopter
